,co_name,symbol,market,asset,co_business,amplitude,pe_s_d,co_intro,sc,hk_equity,exchange,mv,pe_s,pb_d,equity,ps,industry,turnover,oo,pb_MRQ
2164,神州控股,00861,HK,5.73,-,-,-,"    神州数码控股有限公司(以下简称「神州数码」或「公司」,股份代号:00861)是中国领先的整合IT服务提供商。公司由原联想集团分拆而来,并於二零零一年六月一日在香港联合交易所有限公司主板独立上市。神州数码致力於为中国用户提供先进、适用的资讯技术应用,以科技驱动工作与生活的创新,推进数字化中国进程。为此,公司努力将自身打造成为中国最广大用户提供最为全面IT服务的首选供应商。",-,13.42亿,HK,81.72亿,20.9209,1.06,13.42亿,0.30,综合科技,0.05%,-,-
2165,钧濠集团,00115,HK,0.52,-,-,-,-,-,13.61亿,HK,2.79亿,14.6268,0.39,13.61亿,30.75,中国房地产,0.10%,-,-
2166,邵氏兄弟控股,00953,HK,0.33,-,-,-,"    美克国际控股有限公司 (股份代号00953)营运总部坐落于著名鞋都--福建省晋江市陈埭镇。公司自运营以来,秉持“恒久经营、强势发展、开拓创新、和谐共赢”的经营理念,贯彻“品质为纲、管理为领、营销为核、服务为本、人才为强”的经营方针,在主席丁思强先生的带领下,充分发挥团队协作精神,务实工作,强化管理,不断创新,至今已发展为集研发、生产、销售于一体的现代化大型企业。",-,14.20亿,HK,9.80亿,-,2.12,14.20亿,4.57,体育用品,0.13%,-,-
2167,汇盈控股,00821,HK,1.06,-,-,-,"    滙盈集团是大中华地区的著名金融服务集团,致力为区域内客户提供专业经纪、企业融资及资产管理服务。其控股公司滙盈控股有限公司(股份代号︰821)在香港联合交易所主板上市。
    滙盈融资有限公司於一九八六年在香港创立,为香港证监会注册的企业财务顾问,亦为香港联交所主板及创业板保荐人。创业至今已发展成为一所出类拔萃的企业财务顾问,在行内享有盛誉。",-,6.63亿,HK,9.21亿,-,1.32,6.63亿,16.07,证券及经纪业,0.28%,-,-
2168,品质国际,00243,HK,0.33,-,-,-,"    品质有限公司(QPL)成立於1982年,是一家为全球的半导体工业企业提供引线框产品的跨国公司。其总部位於香港,生产业务位於中国,销售分处遍及美国及亚太地区。
    QPL承诺通过高质量的产品及可靠的服务达致全面客户满意。QPL提供批量生产,从引线框的设计到装运均可按照客户的特别要求进行。这些特别要求通常包括定制规格、缩短作业时间、加强散热及电力设计、特别数量订单以及存货管理服务等。",-,22.56亿,HK,14.89亿,-,1.97,22.56亿,4.65,半导体,0.42%,-,-
2169,富银融资股份,08452,HK,1.19,-,-,-,"    富银融资租赁(深圳)股份有限公司(以下简称“富银融资租赁”)是一家金融服务公司,专注于向中国的客户提供基于设备的融资租赁、商业保理及咨询服务。本集团是杉杉股份(A股代码:600884)旗下金融领域子公司。
    自成立以来,本公司根据客户的行业以及其需要的设备提供定制化的融资租赁服务,包括新品直租、新品回租及旧品回租交易,并专注于向中国各地的快速消费品、电子产品、医疗、可替代能源及运输行业提供融资租赁服务。",-,8984.00万,HK,5.10亿,27.0685,1.19,3.59亿,-,-,17.20%,-,-
2170,前进控股集团,01499,HK,0.07,-,-,-,"    我们主要从事(i) 提供地基工程及配套服务;及(ii) 在香港政府管理的公众填料接收设施处理建筑废物。我们主要承接香港私营建筑项目。
    本集团提供的地基工程主要包括打桩工程、挖掘及侧向承托工程、桩基及桩帽建造、地盘平整工程及土地勘测工程及配套服务主要包括围板及拆迁工程。",-,52.62亿,HK,11.00亿,38.711,3.17,52.62亿,1.66,-,0.05%,-,-
2171,DX.COM控股,08086,HK,0.09,-,-,-,-,-,27.76亿,HK,5.44亿,-,2.10,27.76亿,1.38,-,0.70%,-,-
2172,德普科技,03823,HK,0.11,-,-,-,"    德普科技发展有限公司总部设於中国江苏省常州市,主要从事制造和销售铝电解电容器,集团拥有两个生产厂房,分别位於常州及深圳,并拥有285条全自动及半自动生产线,每年生产电容器达72多亿只,产量稳占行内的领先地位。
    集团的产品优质,主要分为引线形、焊片形及螺栓形三大类铝电解电容器,集团能生产各式各样规格的铝电解电容器以满足不同的客户需求,产品组合种类完备,可广泛应用於各种的电子装置。",-,78.44亿,HK,10.51亿,-,1.21,78.44亿,3.43,电器部件及设备,0.05%,-,-
2173,中国物流资产,01589,HK,3.23,-,-,-,"    中国物流资产控股有限公司是国内领先甲级物流设施供应商,我们自2008年起一直与世界著名的财务投资者(如Equity International、凯雷及RRJ Capital)组成合作关系,以确保我们的可持续快速增长。中国物流资产已与众多国内外顶级租户建立起牢固的关系,包括京东,聚美优品及本来生活等领先的电子商务公司,顺丰速运,利丰及中国外运等领先的第三方物流服务供应商及小米,博世及格力电器等大型零售商,制造商及其他商家。",-,29.39亿,HK,78.77亿,10.083,0.83,29.39亿,23.88,-,0.14%,-,-
2174,城建设计,01599,HK,2.89,-,-,-,"    我们是中国城市轨道交通行业领先的设计、勘察及咨询公司。我们从事设计、勘察及咨询服务以及工程承包服务。我们为城市轨道交通提供设计、勘察及咨询服务,并进一步扩大我们提供的服务至为城市轨道交通相关工业及民用建设以及市政工程项目提供设计、勘察及咨询服务。我们的工程承包业务专门为城市轨道交通提供建设承包服务。我们的综合业务板块可让我们提供完善的业务解决方案,涵盖城市轨道交通工程价值链各主要阶段。",-,3.88亿,HK,58.29亿,10.9401,1.58,12.73亿,0.98,-,0.12%,-,-
2175,粤运交通,03399,HK,2.96,-,-,-,"    广东南粤物流股份有限公司是广东交通集团旗下从事提供综合物流服务和高速公路相关服务的股份制现代物流企业,注册资本为人民币417,641,867元。公司於2002年12月被评定为广东省政府重点扶持的现代流通龙头企业之一;2005年11月,在中国物流与采购联合会开展的年度中国物流企业50强排行榜中位列第10名。",-,2.07亿,HK,41.59亿,10.64,1.76,8.00亿,0.49,航空货运与物流,0.35%,-,-
2176,力量能源,01277,HK,0.13,-,-,-,"致力於建设及开发大饭铺煤矿,并力求经营高效率及安全的煤矿。我们的愿景是成为具有开采、洗选、装运及仓储能力的中国领先民营综合煤炭供应商。我们已在我们的采矿区面积内建成一个年处理能力5.0百万公吨的洗煤厂。我们及神华准能正透过肖家合营企业共同兴建肖家站,肖家站为煤炭装载站,有配套铁路支线连接南坪铁路线,预期到二零一二年六月达到处理能力每年15.0百万公吨。",-,84.30亿,HK,27.82亿,18.0398,2.50,84.30亿,2.33,煤炭开采及相关贸易,-,-,-
2177,天津津燃公用,01265,HK,1.04,-,-,-,    天津市燃气集团有限公司是由天津市政府投资设立的国有独资有限责任公司。天津燃气集团的主要业务国家授权范围内的资本运营;天然气、煤气供应、输配;液化石油气供应;燃气输配设备材料供应;燃气器具、表具的维修、销售;自有设备的租赁业务;技术咨询、开发、服务、转让;本企业自产产品及相关技术的出口业务;本企业生产科研所需的原辅材料、机械设备、仪器仪表、零配件及相关技术的进口业务;本企业的进料加工和三来一补业务。,-,5.00亿,HK,11.96亿,28.5712,0.63,18.39亿,0.86,燃气公用事业,0.06%,-,-
2178,首钢资源,00639,HK,2.74,-,-,-,"    首钢福山资源集团有限公司(「本集团」)是中国中西部最具规模的一体化煤炭企业之一,以山西省为主要投资基地,主要从事焦煤开采以及原焦煤及精焦煤生产和销售。以生产能力计,本集团为国内第二大硬炼焦煤生产商。本集团现时在中国山西省柳林县拥有及经营三个煤矿,即兴无煤矿、金家庄煤矿及寨崖底煤矿,采矿面积合共为31.89平方公里,原煤年产能合计为630万吨。",-,53.02亿,HK,70.51亿,60.7035,0.49,53.02亿,3.54,煤炭开采及相关贸易,0.14%,-,-
2179,同仁资源,08186,HK,0.19,-,-,-,-,-,8.31亿,HK,1.08亿,-,0.68,8.31亿,7.23,-,3.66%,-,-
2180,瀚华金控,03903,HK,1.69,-,-,-,"    瀚华金控股份有限公司(Hanhua Financial Holding Co., Ltd)经中华人民共和国工商行政管理总局核准设立,注册资本34.3亿元人民币,经营范围:投资业务、投资管理和投资谘询。瀚华金控股份有限公司旗下拥有融资担保和小额贷款两大微型金融服务品牌,在全国推出“信用无抵押”融资担保模式和“小额、分散、纯信用”小额信贷模式,经过9年运营和验证,在金融支援小微企业方面取得明显领先优势。",-,11.70亿,HK,30.36亿,11.2489,0.39,46.00亿,1.80,-,-,-,-
2181,金隅股份,02009,HK,4.74,-,-,-,"    北京金隅股份有限公司是经北京市发展和改革委员会和中华人民共和国商务部批准,于2005年12月在北京成立的股份有限公司。
    金隅股份是全国最大的建筑材料生产企业之一,是中国环渤海地区最大的建筑材料生产企业。金隅股份充分利用自身独特的资源优势,以建材制造为主业,纵向延伸出房地产开发和不动产经营产业,相互支撑、相互促进,是中国大型建材生产企业中独一无二的具有上述完整的纵向一体化产业链结构的建材生产企业。",-,23.39亿,HK,418.57亿,13.7391,0.83,106.78亿,0.79,建筑材料,1.46%,-,-
2182,丽珠医药,01513,HK,19.27,-,-,-,"    我们是一家主要从事医药产品研究、开发、生产和销售的中国医药公司。我们的总部位於中国珠海,负责本集团的整体销售和营销策略。我们的分销网络遍布中国各地,设有42个地方办事处,并由1,295名销售人员管理和支持。我们地方办事处的销售人员,主要负责於中国销售和分销我们的产品。我们的海外销售由我们的总部统筹,并由我们於越南的海外代理及海外办事处提供协助。",-,1.46亿,HK,207.04亿,23.6627,2.71,3.97亿,2.16,-,0.12%,-,-
2183,XDB沪深三百,03049,HK,-,-,-,-,-,-,3.10亿,HK,19.82亿,-,-,3.10亿,-,-,0.04%,-,-
2184,结好金融,01469,HK,1.42,-,-,-,"    我们透过我们的全资附属公司结好证券有限公司「结好证券」为客户提供证券经纪服务。作为我们金融服务第一位成员,结好证券是证券及期货事务监察委员会注册的持牌企业(中央编号: AAA847),主要从事受受规管活动包括证券交易(第1类)、就证券提供意见(第4类)、就就企业融资提供意见(第6类)及资产管理(第9类),是本地其中一间顶尖的经纪公司。",-,25.00亿,HK,32.00亿,9.2891,0.90,25.00亿,8.14,-,0.41%,-,-
2185,中国宝力科技,00164,HK,0.02,-,-,-,-,-,345.05亿,HK,66.25亿,-,8.89,345.05亿,100.53,综合化工产品,0.03%,-,-
2186,科劲国际,06822,HK,0.86,-,-,-,"    科劲国际(控股)有限公司自1989年成立,是香港具规模的厨房用品研发公司,主要业务包括厨房用品的设计、研发以及分销。我们的产品包括各种功能的厨房用品-- 厨房的主要用具和小工具,烘焙用具,饮品器具,食品制备,储存和配件。自成立以来,科劲以诚信和良好的企业管治为本,致力研发优质的产品,提供全面妥贴的服务予我们的客户。",-,7.00亿,HK,8.96亿,6.4329,1.49,7.00亿,0.63,-,0.02%,-,-
2187,人和商业,01387,HK,0.18,-,-,-,"    人和商业控股有限公司一直致力于在全国大中城市黄金批发商圈的主要街道下方开发、运营地下商城,目前已发展成为中国最具实力的地下商城开发商及运营商之一。2008年10月22日,本公司于香港联合交易所上市,股票代码01387。2009年3月9日,人和商业被纳入恒生综合行业指数(地产建筑业)成份股。2009年6月1日,人和商业成为MSCI全球标准指数成份股。",-,439.66亿,HK,85.29亿,-,1.10,439.66亿,5.22,中国房地产,-,-,-
2188,中国金洋,01282,HK,0.21,-,-,-,"    世达科技为全球领先的电容触控装置供货商之一,产品用于笔记本计算机及消费者电子产品,产量冠绝全球,本集团涉足触控板业务逾10年,为全球笔记本计算机生产商供应电容触控板。
    二零零六年七月,本集团把生产设施由香港移师至中国广东省江门鹤山市共和镇工业西区。",-,221.49亿,HK,139.54亿,30.38,2.97,221.49亿,12.93,电器部件及设备,0.03%,-,-
2189,长江生命科技,00775,HK,0.45,-,-,-,"    长江生命科技集团有限公司 (股份代号:0775) 於香港联合交易所上市。本著提升人类生活质素之使命,长江生命科技从事生物科技产品的研发、商品化、推广及销售业务,开发之产品范畴包括人类健康及环境生态两方面,部分发明已获得美国专利及商标注册处颁发专利。长江生命科技为长江集团成员。",-,96.11亿,HK,60.55亿,24.4119,1.40,96.11亿,1.24,医疗保健设备及用品,-,-,-
2190,易易壹金融,00221,HK,2.88,-,-,-,"    易易壹金融集团有限公司(「易易壹金融」,股票编号:221)自2002年在香港联合交易所上市,业务不断扩展,至今,已扩展至金融服务领域。
    为配合业务发展,本公司现更名为「Easy One Financial Group Limited 易易壹金融集团有限公司」。新名称象徵本集团步入崭新的发展方向。我们亦希望藉著新开展的借贷业务,令本集团迈进更光辉里程。我们深信金融业务将会为本集团的未来发展带来无限商机。",-,4.64亿,HK,1.49亿,2.8901,0.11,4.64亿,10.48,林业,0.07%,-,-
2191,金蝶国际,00268,HK,1.35,-,-,-,"    金蝶国际软件集团有限公司是中国软件产业领导厂商、亚太地区企业管理软件及中间件软件龙头企业、全球领先的管理与IT整合解决方案服务商。金蝶将继续引领管理模式进步和推动电子商务发展,以帮助顾客成功、让中国管理模式在全球崛起为使命,为全球超过100万家企业和政府组织提供信息化服务。通过100家以营销与服务为主的分支机构和超过1,900家谘询、技术、实施服务、分销等合作夥伴为全球企业和政府组织提供信息化服务。",-,29.11亿,HK,91.41亿,28.1303,2.32,29.11亿,3.79,软件及资讯科技顾问,0.23%,-,-
