,co_name,symbol,market,asset,co_site,amplitude,pe_s_d,co_intro,sc,prospectus,co_tel,exchange,co_addr,mv,equity,industry,turnover,oo,pb_MRQ
7459,亨廷顿银行优先股P,HBANP,US,8.61,-,0.29%,-/1660.49,-,0.32,-,-,NASDAQ,-,87.81亿,629.00万,-,-,0.22%,162.26
7460,HOULIHAN LOKEY INC COM USD0.001 A,HLI,US,11.01,-,2.63%,-/23.48,-,0.62,-,-,NYSE,-,7.55亿,2202.70万,-,0.62%,19.00%,3.11
7461,Nuveen Credit Opportunities 2022 Target Term Fund,JCO,US,-,-,0.40%,-/-,-,-,-,-,NYSE,-,2.55亿,2550.00万,-,0.12%,-,-
7462,嘉科工程,JEC,US,34.16,-,1.24%,12.18/30.92,-,2.94,-,-,NYSE,-,64.04亿,1.20亿,技术服务,0.37%,89.03%,1.56
7463,Kosmos Energy Ltd.,KOS,US,-,-,-,-,-,-,-,-,NYSE,-,-,-,-,-,-,-
7464,雷诺士,LII,US,-0.03,-,1.37%,18.70/25.61,"雷诺士国际集团（Lennox　International　Inc.）是一家拥有百年历史的冷暖空调及制冷设备全球主要供应商。该集团的核心业务包括家用和商用供热与制冷设备、主要用于食品保鲜的西克制冷设备以及全套专业服务，其中主要业务为家用供热和制冷设备。凭借全方位的分销渠道，各大业务分别塑造了各自旗下多个强大品牌，包括Lennox,Armstrong Air, Bohn, Larkin, Heatcraft 等。在地域市场分布上，87%的雷诺士国际集团业务在美洲，欧洲和亚太地区业务则构成了其他13%的份额。在客户构成上，家用和商用分别占63%和37%。",5.57,-,-,NYSE,-,74.97亿,4267.40万,家用电器,0.63%,60.61%,-5846.00
7465,Malibu Boats,MBUU,US,2.18,-,1.83%,20.28/18.66,-,7.97,-,-,NASDAQ,-,4.22亿,1793.10万,-,0.40%,100.00%,10.78
7466,摩根士丹利-优先股A,MS-A,US,-,-,0.81%,-/-,-,-,-,-,NYSE,-,10.37亿,4400.00万,-,0.15%,0.02%,-
7467,Neff Corporation,NEFF,US,-8.71,http://www.neffrental.com,5.78%,-/14.82,"Neff Corporation is leading regional equipment rental company in the United States, focused on the fast-growing Sunbelt states. We offer a broad array of equipment rental solutions for our diverse customer base, including infrastructure, non-residential construction, oil and gas, municipal and residential construction customers. Our broad fleet of equipment includes earthmoving, material handling, aerial and other related rental equipment, which we package together to meet the specific needs of our customers. We consider the earthmoving equipment category to be a core competency of our Company and a key differentiator of our business.",0.94,S1/F1,-,NYSE,-,1.46亿,886.30万,-,0.65%,42.00%,-1.89
7468,PCSB Financial Corporation,PCSB,US,-,-,0.79%,-/-,-,-,-,-,NASDAQ,-,2.97亿,1816.50万,-,0.37%,-,-
7469,红利股ETF-PowerShares,PEY,US,-,-,0.42%,-/8.95,-,-,-,-,NASDAQ,-,9.48亿,5665.00万,-,0.45%,5.09%,1.08
7470,PowerShares S&P SmallCap Financials ETF,PSCF,US,-,-,1.67%,-/200.00,-,-,-,-,NASDAQ,-,2.33亿,470.00万,-,0.31%,-,-
7471,Guggenheim S&P 500 Eq Wt Cons Stapl ETF,RHS,US,-,-,0.62%,-/-,-,-,-,-,NYSE,-,5.23亿,410.00万,-,0.38%,17.55%,-
7472,Steelcase,SCS,US,6.53,-,1.50%,20.61/16.17,-,5.88,-,-,NYSE,-,14.47亿,8690.40万,商业设备,0.36%,62.13%,2.55
7473,Cushing MLP Total Return Fund ,SRV,US,-,-,1.35%,-/9.78,-,-,-,-,NYSE,-,8963.36万,673.40万,-,0.45%,23.00%,-
7474,Tortoise North American Pipeline Fund ETF,TPYP,US,-,-,0.34%,-/-,-,-,-,-,NYSE,-,7387.30万,305.00万,-,0.28%,-,-
7475,TWO HBRS INVT CORP,TWO,US,9.93,-,0.90%,-/9.75,-,2.75,-,-,NYSE,-,35.03亿,3.49亿,-,0.47%,73.00%,1.01
7476,Vanguard S&P Small-Cap 600 Value ETF,VIOV,US,-,-,0.83%,-/-,-,-,-,-,NYSE,-,2.12亿,180.00万,-,0.28%,-,-
7477,美国银行,BAC,US,24.36,http://www.bankofamerica.com,2.86%,11.70/15.36,美国银行 (BAC) 创建于1968年，是环球首要的金融服务机构之一，目前是美国第一大银行，致力提供一应俱全的个人及商业银行服务。,1.19,-,704-386-5681,NYSE,-,2292.92亿,99.52亿,大型银行,0.79%,57.12%,0.96
7478,农地合伙基金,FPI,US,10.03,http://www.farmlandpartners.com,2.78%,-/69.36,"Farmland Partners is an internally managed real estate company that owns and seeks to acquire high-quality primary row crop farmland located in agricultural markets throughout North America. The substantial majority of the farms in our initial portfolio are devoted to primary row crops, such as corn and soybeans, because we believe primary row crop farmland is likely to provide attractive risk-adjusted returns over time through a combination of stable rental income generation and value appreciation. Upon completion of a series of formation transactions, our initial portfolio will be comprised of 38 farms with approximately 7,300 total acres, including 33 farms in Illinois, four farms in Nebraska and one farm in Colorado. In addition, our initial portfolio will include three grain storage facilities.",2.98,S1/F1,-,NYSE,-,3.15亿,3244.80万,房地产开发商,0.62%,16.00%,0.99
7479,洛斯保险,L,US,54.91,https://www.loews.com,1.27%,15.98/18.55,洛斯保险 (L) 是一控股公司，主要从事钟表、电器和厨具的销售，酒店经营业务，香烟的制造与销售，财产险、伤亡险和人寿保险业务，离岸石油和天然气钻探等。广为国人所熟悉的香烟品牌Kent和Newport就是该公司的产品。,1.89,-,-,NYSE,-,156.13亿,3.37亿,财产与责任保险,0.21%,56.19%,0.85
7480,桑坦德银行,SAN,US,6.93,-,1.22%,14.35/9.11,"西班牙桑坦德银行，也称西班牙国际银行，该集团在德国的欧洲业务范围包括,挪威,葡萄牙,西班牙和英国，拉丁美洲业务范围包括桑坦德西班牙中部小组，还有阿根廷,巴西,智利,墨西哥,普埃托里科、乌拉圭和委内瑞拉国家。",1.72,-,-,NYSE,-,959.52亿,145.82亿,外国货币中心银行,0.02%,1.29%,0.95
7481,艾克希姆,ACXM,US,9.47,http://www.acxiom.com/,3.17%,25.36/36.48,"Founded in 1969, Acxiom (Nasdaq: ACXM) is headquartered in Little Rock, Ark., and serves clients around the world from locations in the United States, Europe, Asia-Pacific, the Middle East and South America.Acxiom is a recognized leader in marketing services and technology that enable marketers to successfully manage audiences, personalize consumer experiences and create profitable customer relationships.",4.58,-,-,NASDAQ,-,20.33亿,7847.60万,信息技术服务,0.69%,90.14%,2.74
7482,ARMADA HOFFLER PPTYS INC,AHH,US,9.29,-,1.68%,12.81/29.75,-,3.56,-,-,NYSE,-,5.88亿,4491.50万,-,0.87%,63.00%,1.41
7483,AMERICAN HOMES 4 RENT,AMH,US,17.50,-,1.52%,35.30/-,-,2.47,-,-,NYSE,-,57.62亿,2.58亿,-,0.51%,95.00%,1.27
7484,摩根士丹利亚太基金,APF,US,-,-,0.62%,-/147.64,-,-,-,-,NYSE,-,2.21亿,1359.40万,封闭式基金/外国,0.47%,32.37%,1.03
7485,Benchmark Electronics,BHE,US,27.80,http://www.bench.com,1.58%,13.96/25.16,"Benchmark Electronics, Inc. is in the business of manufacturing electronics and providing services to original equipment manufacturers (OEMs) of telecommunication equipment, computers and related products for business enterprises, industrial control equipment, testing and instrumentation products and medical devices.",4.66,-,-,NYSE,-,15.77亿,4973.60万,电路板,0.57%,88.43%,1.14
7486,LEGG MASON BW GLB INC OPP FD,BWG,US,-,-,1.09%,-/8.41,-,-,-,-,NYSE,-,2.70亿,2099.00万,-,0.24%,45.00%,-
7487,Circor国际,CIR,US,25.21,http://www.circor.com,2.04%,13.81/94.22,"CIRCOR International (NYSE: CIR) designs, manufactures and markets valves and other highly engineered products and sub-systems used in the energy, aerospace and industrial markets.",6.66,-,-,NYSE,-,10.41亿,1649.40万,工业设备与配件,0.34%,95.83%,2.51
7488,WisdomTree Intl Div ex-Fincls ETF,DOO,US,-,-,0.38%,-/-,-,-,-,-,NYSE,-,2.12亿,505.00万,-,0.13%,-,-
7489,卡罗韦高尔夫,ELY,US,6.55,-,0.94%,-/6.89,"Callaway Golf is the global source for authentic Callaway golf clubs, golf balls, golf equipment, and premium, innovative golf technology. Callaway uses aerospace science, feedback from PGA Tour pros and unmatched understanding of the game to create the world's most advanced equipment for all golfers of all abilities.",1.67,-,-,NYSE,-,11.96亿,9386.40万,体育用品,0.57%,100.36%,1.95
7490,Evergreen Global Dividend Oppo,EOD,US,-,-,1.90%,-/-,-,-,-,-,NYSE,-,2.87亿,4551.60万,-,0.46%,42.00%,-
7491,ENVISION HEALTHCARE HLDGS IN,EVHC,US,54.19,-,1.10%,29.31/-,-,4.99,-,-,NYSE,-,65.30亿,1.18亿,-,0.44%,104.00%,1.03
7492,弗拉格斯塔万通金控,FBC,US,24.03,-,1.66%,13.26/11.19,"Flagstar Bank, headquartered in Troy, Michigan, is a community bank with 162 banking centers in Michigan, Indiana and Georgia. Chartered in 1987 as a federal savings bank, today Flagstar has assets in excess of $13 billion.Flagstar provides a wide range of products and services for consumers and businesses — all delivered with award-winning service.",3.21,-,-,NYSE,-,16.48亿,5706.10万,存贷款服务,0.12%,9.28%,1.21
7493,GSE SYS INC,GVP,US,1.12,-,3.08%,-/54.17,-,1.47,-,-,AMEX,-,6234.79万,1918.40万,-,0.03%,26.87%,2.90
7494,汇丰银行-优先股,HSBC-A,US,-,-,0.30%,-/-,-,-,-,-,NYSE,-,548.10亿,20.88亿,-,-,9.69%,-
7495,Intelsat S.A.,I,US,-30.83,-,3.22%,6.91/0.37,-,3.56,-,-,NYSE,-,3.69亿,1.19亿,-,0.13%,45.00%,-0.10
7496,英诺斯派材料,IOSP,US,28.02,-,2.87%,14.41/19.26,-,1.16,-,-,NASDAQ,-,15.15亿,2413.10万,专用化学品,0.35%,96.37%,2.24
7497,美国房产建设ETF-iShares,ITB,US,-,-,2.33%,-/25.60,iShares道琼斯房屋建筑指数ETF（iShares Dow Jones US Home Construction）；追踪Dow Jones US select Home Construction index,-,-,-,NYSE,-,15.49亿,4680.00万,-,10.08%,43.00%,-
7498,"Lamb Weston Holdings, Inc.",LW,US,-4.80,-,1.28%,-/-,-,1.24,-,-,NYSE,-,65.12亿,1.46亿,-,0.45%,-,-9.29
7499,Mohawk Industries,MHK,US,81.52,-,1.13%,20.46/18.01,-,3.27,-,-,NYSE,-,172.11亿,7432.00万,纺织业,0.91%,82.98%,2.84
7500,NxStage Medical,NXTM,US,3.20,-,2.23%,-/-,-,7.18,-,-,NASDAQ,-,14.15亿,6573.50万,医疗器械设备,0.71%,100.00%,6.73
7501,ORBCOMM轨道通讯系统,ORBC,US,3.90,-,2.18%,-/-,-,8.08,-,-,NASDAQ,-,6.92亿,7166.80万,综合通信服务,0.24%,58.83%,2.47
7502,PC-Tel ,PCTI,US,4.77,-,2.84%,16.94/-,-,0.12,-,-,NASDAQ,-,1.12亿,1773.00万,无线通信,0.34%,82.89%,1.33
7503,苏皇银行-优先股L,RBS-L,US,-,-,0.32%,-/-,-,-,-,-,NYSE,-,7.62亿,3002.80万,-,0.06%,-,-
7504,SAFE BULKERS INC,SB-D,US,-,-,1.03%,-/-,-,-,-,-,NYSE,-,6188.80万,320.00万,-,0.15%,-,-
7505,SCE TR IV Pref Ser J,SCE-J,US,-,-,0.28%,-/-,-,-,-,-,NYSE,-,3.73亿,1300.00万,-,0.11%,-,-
7506,STONEGATE BK FT LAUDERDALE F,SGBK,US,26.80,-,1.43%,16.69/15.72,-,5.86,-,-,NASDAQ,-,6.97亿,1530.10万,-,0.90%,58.00%,1.70
7507,喜玛庆国际,SGMA,US,14.45,-,3.25%,-/154.00,-,0.92,-,-,NASDAQ,-,2579.08万,418.70万,电路板,0.26%,33.72%,0.43
7508,新思科技,SNPS,US,22.10,-,1.48%,16.13/40.36,-,1.05,-,-,NASDAQ,-,108.60亿,1.50亿,技术及系统软件,0.84%,94.91%,3.32
7509,Summit State Bank,SSBI,US,9.84,-,-,-/46.25,-,0.26,-,-,NASDAQ,-,7680.97万,593.10万,地区性银行/太平洋地区,0.03%,9.10%,1.32
7510,Sysco,SYY,US,4.35,http://www.sysco.com/,1.47%,21.41/28.92,"Sysco Corp（NYSE：SYY）是北美最大的食品销售企业；为36万家餐厅，饭店，学校，医院等提供餐食。该公司销售的食品包括鲜冻肉，海鲜，家禽，蔬菜，水果,零食，以及环保餐具，厨房用品等。",4.42,-,-,NYSE,-,294.09亿,5.35亿,食品批发,0.65%,74.73%,12.63
7511,联合银行,UNTY,US,10.38,-,1.85%,-/13.10,-,2.16,-,-,NASDAQ,-,1.71亿,1053.50万,地区性银行/东北部,0.06%,11.58%,1.57
7512,美国小盘股ETF-Vanguard,VB,US,-,-,0.77%,-/5.04,-,-,-,-,NYSE,-,183.23亿,1.37亿,-,0.29%,1.28%,-
7513,美国小盘价值股ETF-Vanguard,VBR,US,-,-,0.88%,-/24.72,-,-,-,-,NYSE,-,109.93亿,9090.70万,-,0.38%,1.02%,-
7514,Washington Trust Bancorp,WASH,US,23.14,http://www.washtrust.com/,1.98%,14.71/17.59,"Washington Trust Bancorp, Inc. operates as the holding company for The Washington Trust Company that offers a range of banking and related financial services to individuals and businesses in the United States. As of December 31, 2009, Washington Trust Bancorp operated 18 branch offices in Rhode Island, eastern Massachusetts, and southeastern Connecticut. The company was founded in 1800 and is headquartered in Westerly, Rhode Island.",8.98,-,-,NASDAQ,-,8.35亿,1720.60万,地区性银行/东北部,0.16%,52.31%,2.10
7515,易车,BITA,US,18.36,http://corp.bitauto.com/,4.16%,-/-,"易车控股有限公司，主要为汽车用户提供互联网资讯服务，并为汽车厂商和汽车经销商提供互联网营销解决方案。易车的公司业务主要分为四个板块：易车网广告业务、易湃平台、淘车网以及数字营销服务业务。

易车网广告业务旨在为汽车制造商和经销商提供广告服务，其中包括为消费者提供最新的汽车价格、促销信息、参数规格、评测信息以及消费者反馈。易湃平台为中国的汽车经销商提供整合的互联网数字营销及客户关系管理方案。经销商用户将能够在易湃平台上建立网上展厅、刊登价格及促销信息、提供经销商联系方式、进行广告投放等内容，并且能够通过该平台进行客户关系管理，以此对消费者进行有效的汽车营销。淘车网业务为二手车经销商提供了将其二手车车源信息刊登在淘车网以及合作伙伴网站上的平台。同时，淘车网也为二手车经销商提供经原厂认证汽车项目的广告服务。公司的数字营销服务业务为汽车制造商提供一站式数字营销服务，包括网站建设和维护、互联网公关、网络营销和广告代理服务。",2.52,S1/F1,010-68492345 68492628,NYSE,北京市海淀区首体南路6号 新世纪饭店写字楼6层(100044),22.68亿,7072.60万,中国互联网信息服务,1.35%,30.00%,1.75
7516,ChromaDex,CDXC,US,0.25,-,3.15%,-/-,-,12.13,-,-,NASDAQ,-,1.26亿,3979.00万,-,0.44%,-,12.60
7517,花旗集团,C,US,75.87,http://www.citigroup.com,2.00%,9.15/12.37,"花旗(C)创建于1812年，是全球领先的金融服务公司，在100多个国家拥有2亿顾客。公司为消费者、企业、政府及机关提供广泛的金融产品及服务，包括消费者银行业务、信用、企业及投资银行业务、保险、证券经纪及资产管理。公司在花旗集团的红伞标志下有几大品牌，包括花旗银行、花旗金融、Primerica, Smith Barney和 Banamex。",1.04,-,212-559-1000,NYSE,-,1710.85亿,27.72亿,大型银行,0.45%,70.09%,0.81
7518,高知特,CTSH,US,16.95,http://www.cognizant.com,0.97%,19.47/23.92,"Cognizant 是印度一家大型外包企业，主要做应用开发和维护业务。针对电子商务中企业所面对交易上的问题，高知特公司开发高质量、低成本的解决方案从而满足复杂软件的开发和维护。以上服务通过网站和咨询小组来运行。该公司的解决方案包括应用开发和综合化、应用管理、改建和批量更改服务。

公司覆盖主要业务领域包括健康保健业和财务服务业；关注的企业都是世界财富1000强公司。",5.54,-,201-801-0233,NASDAQ,-,387.50亿,5.89亿,商业软件及服务,0.83%,90.82%,3.89
7519,Gogo,GOGO,US,-0.89,http://www.gogoair.com,4.82%,-/-,"Gogo Inc 是一家在飞机上提供Wifi服务的供应商；为商用飞机和私人飞机服务。所提供的Wifi服务在部分航班上免费，从2012年底开始，公司尝试按小时收费模式，并推出了月套餐。

2013年6月21日，Gogo登陆纳斯达克，IPO发行价17美元，发型1100万股，融资1.87亿美元。",20.84,-,-,NASDAQ,-,10.68亿,8584.79万,综合通信服务,0.85%,70.00%,-13.98
7520,英格索兰,IR,US,25.58,http://www.ingersollrand.com,1.09%,17.52/16.19,"英格索兰(Ingersoll Rand) 是总部在美国新泽西洲伍德克利夫湖一家多品牌产品的制造型企业；早在1871年就创始了其业务。
2008年6月5日，英格索完成收购美国特灵公司(Trane)。特灵是全球最大的采暖、通风、空调和楼宇自动管理系统供应商之一。此次收购使英格索兰成为一个年收入达到170亿美元的全球多元化工业企业，进入世界500强。",2.25,-,-,NYSE,-,228.45亿,2.56亿,综合机械,0.45%,70.07%,3.48
7521,江森自控,JCI,US,20.67,"http://www.johnsoncontrols.com,www.tyco.com",1.88%,13.47/-,江森自控(JCI)是全球最主要的建筑设备自动化管理系统的生产商和工程承建商，可为建筑物提供节能、环境控制、防火、保安、自动化管理系统及工业控制设备，并可为各种建筑物提供从设计、产品制造、系统安装调试、维修到物业管理的全过程优质服务。,1.78,-,-,NYSE,-,400.01亿,9.38亿,汽车配件,0.37%,73.57%,2.03
7522,Liquidity Services,LQDT,US,4.77,https://www.liquidityservices.com ,3.03%,16.22/-,"流动性服务公司（LSI）及其子公司提供了领先的剩余资产在线拍卖市场。LSI公司支持买家卖家在网上进行高效率自动化的在线交易，产品分类超过500个。公司为买家提供了专业化全球化、有组织的交易平台，涉及产品供应过剩和数字化影像及其他相关产品信息的残余价值交易。此外，LSI公司帮助企业和政府卖家提高过量资产的金融回报，通过提供流动性市场以及整合了销售和市场营销、物流和交易结算为一个单一产品的增值服务来实现。公司1999年11月以Liquidation.com, Inc.为名注册于特拉华州，2000年初开始运营。 ",2.70,-,-,NASDAQ,-,2.08亿,3148.60万,网络软件及服务,0.46%,98.90%,1.37
7523,帕尔迪,PHM,US,14.75,http://www.pulte.com,3.35%,16.61/12.87,帕尔迪是美国最大房屋营建商（按营收计算）。,4.17,-,-,NYSE,-,73.48亿,3.16亿,居民住房建设,1.43%,77.73%,1.55
7524,沃尔格林-联合博姿,WBA,US,27.82,-,0.57%,-/20.91,-,3.43,-,-,NASDAQ,-,879.25亿,10.81亿,-,0.28%,62.03%,2.92
7525,中国港股2X做多-ProShares,XPP,US,-,-,0.63%,-/42.32,"XPP,ProShares发行的富时中国50ETF，该ETF标的成分为在香港证券交易所上市交易的总市值最高的50支中国股票，正向追踪FTSE China 50 指数，波动幅度约为FTSE China 50 指数的两倍，即FTSE China 50 指数上涨1%，XPP则上涨约2%。更多资料可查询：https://www.etf.com/XPP",-,-,-,NYSE,-,4223.10万,70.00万,-,1.02%,-,-
7526,美国国家保险,ANAT,US,176.13,http://www.anico.com,0.73%,-/16.17,美国国家保险(ANAT)是美国最大的多种金融服务公司之一，提供有关金融和保险的服务，如资产管理、储蓄、人寿保险等。,1.75,-,-,NASDAQ,-,31.01亿,2692.70万,人寿保险,0.04%,58.82%,0.65
7527,AmeriGas Partners,APU,US,10.72,-,1.21%,20.23/24.25,-,7.49,-,-,NYSE,-,40.80亿,9295.80万,公用气业,0.13%,29.71%,4.12
7528,Axalta Coating Systems,AXTA,US,5.21,http://www.axaltacoatingsystems.com,0.86%,26.81/104.70,"Axalta Coating Systems is a leading global manufacturer, marketer and distributor of high performance coatings systems. We have a nearly 150-year heritage in the coatings industry and are known for manufacturing high-quality products with well-recognized brands supported by market-leading technology and customer service. Our diverse global footprint of 35 manufacturing facilities, 7 technology centers, 45 customer training centers and approximately 12,650 employees allows us to meet the needs of customers in over 130 countries. We serve our customer base through an extensive sales force and technical support organization, as well as through over 4,000 independent, locally based distributors.",1.97,S1/F1,-,NYSE,-,76.04亿,2.42亿,-,0.64%,99.00%,6.03
7529,公民保险,CIA,US,5.08,-,1.30%,-/154.00,-,18.34,-,-,NYSE,-,3.02亿,4908.00万,人寿保险,0.01%,17.39%,1.21
7530,DineEquity,DIN,US,14.18,-,1.56%,22.72/10.23,-,4.84,-,-,NYSE,-,8.74亿,1798.00万,饭店,0.27%,91.24%,4.22
7531,DTE能源,DTE,US,51.25,-,1.21%,19.11/18.81,-,3.76,-,-,NYSE,-,192.02亿,1.79亿,公用电业,0.31%,63.93%,2.09
7532,北美能源基础设施基金-First Trust,EMLP,US,-,-,0.56%,-/-,-,-,-,-,NYSE,-,16.75亿,6640.50万,-,0.27%,-,-
7533,PowerShares Russell 1000 Equal Weight POrtfolio,EQAL,US,-,-,0.39%,-/-,-,-,-,-,NYSE,-,3.00亿,1055.00万,-,0.95%,-,-
7534,HPF收益基金II,HPF,US,-,-,0.32%,-/9.30,-,-,-,-,NYSE,-,4.61亿,2124.90万,封闭式基金/债务,0.12%,7.17%,1.02
7535,HEALTHCARE TR AMER INC,HTA,US,11.68,-,1.23%,18.93/93.24,-,2.67,-,-,NYSE,-,60.66亿,1.91亿,-,0.93%,77.00%,2.71
7536,ICF国际,ICFI,US,29.85,-,1.08%,17.28/19.29,-,0.56,-,-,NASDAQ,-,8.74亿,1880.00万,管理服务,0.05%,94.19%,1.56
7537,Renaissance IPO ETF,IPO,US,-,-,0.24%,-/-,-,-,-,-,NYSE,-,1366.42万,55.00万,-,0.17%,-,-
7538,Landmark Infrastructure Partners ,LMRK,US,13.76,http://www.landmarkmlp.com,1.90%,-/27.24,"Landmark Infrastructure Partners is a growth-oriented master limited partnership formed by Landmark to acquire, own and manage a portfolio of real property interests that we lease to companies in the wireless communication, outdoor advertising and renewable power generation industries. Our real property interests underlie our tenants' infrastructure assets, which include cellular towers, rooftop wireless sites, billboards and wind turbines. These assets are essential to the operations and profitability of our tenants. We seek to acquire real property interests subject to tenant lease arrangements that are effectively triple net, containing contractual rent increase clauses, or ""rent escalators,"" which we believe provide us with stable, predictable and growing cash flow.",0.96,S1/F1,-,NASDAQ,-,3.11亿,1968.80万,网络与通信设备,0.35%,8.00%,1.15
