,co_name,symbol,market,asset,co_business,cc,amplitude,pe_s_d,co_intro,exchange,mv,pb_d,ps_d,equity,industry
4121,东易日盛,002713,SZ,3.91,-,7413.37万,2.43%,31.85/31.24,"    公司是由北京东易日盛装饰有限责任公司整体变更设立的股份有限公司。2007年8月28日东易有限股东会通过整体变更为股份有限公司的决议。东易有限根据2007年9月15日岳华会计师事务所有限责任公司出具的岳总审字[2007]第A1433号<审计报告>,以截至2007年8月31日经审计的净资产人民币173,152,399.64元折合为北京东易日盛装饰股份有限公司的股本10,000万元,注册资本为人民币10,000万元,净资产与总股本的差额73,152,399.64元计入资本公积。2007年9月20日,岳华会计师事务所有限责任公司出具了岳总验字[2007]第A050号<验资报告>。2007年9月30日,公司从北京市工商行政管理局领取了注册号为110111002462074的<企业法人营业执照>。",SZ,55.06亿,5.54,1.74,2.54亿,建筑装饰
4122,金安国纪,002636,SZ,2.59,-,2.46亿,4.55%,34.26/25.77,"    公司前身为上海国纪电子材料有限公司。2008年4月28日,中华人民共和国商务部商资批[2008]538号文批准上海国纪电子材料有限公司整体变更为外商投资股份有限公司并更名为金安国纪科技股份有限公司。",SZ,116.84亿,6.20,3.61,7.28亿,电子
4123,北部湾港,000582,SZ,5.19,-,2.63亿,3.47%,32.64/31.85,"    北海市北海港股份有限公司系1989年12月20日经北海市人民政府(1989)159号文件批准重组设立的交通运输企业。公司公众股于1995年11月2日在深圳证券交易所挂牌上市。
    公司名称已由""北海市北海港股份有限公司""变更为""北海港股份有限公司""。
    2014年公司名称由""北海港股份有限公司""变更为""北部湾港股份有限公司"",英文名称由""Beihai Port Co.,Ltd.""变更为""Beibuwan Port Co.,Ltd.""。",SZ,147.47亿,2.29,4.95,12.40亿,交通运输
4124,雅化集团,002497,SZ,2.53,-,8.05亿,5.30%,67.94/63.13,"    四川雅化实业集团股份有限公司系由四川雅化实业集团有限公司整体变更设立的股份有限公司。2009年5月26日,公司在四川省雅安市工商行政管理局办理了工商变更登记,领取了注册号为513100000001760的<企业法人营业执照>。",SZ,90.91亿,3.75,5.51,9.60亿,化工
4125,永辉超市,601933,SH,2.08,-,65.09亿,3.92%,53.17/43.63,"    公司系由福建永辉集团有限公司依法整体变更为股份有限公司而设立,发起人是张轩松、张轩宁、郑文宝、叶兴针、谢香镇、黄纪雨、郑景旺、林登秀、张天云、张枝龙、福建汇银投资股份有限公司、民生超市有限公司。2009年6月5日,福建永辉集团有限公司召开董事会,根据天健光华(北京)会计师事务所有限公司出具的审计报告,按照0.961644938的比例折股后确定股份公司的总股本为657,900,000元(设立时)。",SH,660.36亿,3.31,1.29,95.70亿,商业贸易
4126,同有科技,300302,SZ,1.74,-,2.46亿,12.12%,56.47/54.79,"    公司由北京同友飞骥科技有限公司整天变更成立。2010年10月8日,同友有限股东会审议通过公司整体变更设立为股份公司的决议。根据中磊字(2010)第8068号,同友有限以截止2010年9月30日经审计的10730.17万元净资产为基数,按照1:0.4194的比列折合为4500万股股本整体变更设立股份有限公司。2010年11月17日,中磊会计师事务所出具了中磊验资第8016号验资报告,对公司注册资本进行了审验。2010年11月23日,公司取得北京市工商行政管理局核发的注册号为110108004569941的<企业法人营业执照>",SZ,72.71亿,9.93,15.51,4.21亿,计算机
4127,沈阳化工,000698,SZ,5.26,-,4.32亿,3.13%,15.67/15.85,"    公司是1992年经沈阳市经济体制改革委员会以沈体改委(1992)34号文批准,以沈阳化工厂为基础改组设立的股份制企业。经中国证券监督管理委员会证监发字(1997)23号和(1997)24号文批准,向社会公开发行80,000,000元A股股票。经深圳交易所深证发[1997]55号《上市通知书》批准,前述股票于1997年2月20日在深圳证券交易所挂牌交易,发行后股本总额为229,400,000股。",SZ,53.35亿,1.24,0.52,8.20亿,化工
4128,金牌厨柜,603180,SH,10.43,-,1700.00万,10.37%,51.62/51.62,"    公司前身为厦门市建潘装饰工程有限公司,成立于1999年1月26日;2000年2月29日,公司更名为厦门市建潘卫厨有限公司;2011年12月26日,公司名称变更为厦门金牌厨柜股份有限公司。",SH,49.67亿,7.10,4.17,6700.00万,-
4129,木林森,002745,SZ,10.19,-,7849.98万,3.32%,35.99/30.67,"    木林森有限前身为中山市木林森电子有限公司,系由孙清焕、中山市华北机电阀门有限公司于1997年3月共同出资设立。
    2008年6月9日,经中山木林森全体股东一致同意,公司名称由“中山市木林森电子有限公司”变更为“木林森电子有限公司”。2008年6月12日,木林森有限在中山市工商行政管理局办理了工商变更登记手续。
    2010年8月6日,公司在中山市工商行政管理局完成工商变更登记手续,并领取了注册号为442000000024530的企业法人营业执照,注册资本为12,000万元,公司名称变更为木林森股份有限公司。",SZ,170.39亿,3.16,2.73,5.28亿,电子
4130,浪潮软件,600756,SH,6.39,-,3.24亿,10.62%,62.39/59.61,"    山东浪潮齐鲁软件产业股份有限公司(以下简称""公司""),原名为""山东泰山旅游索道股份有限公司"",是以泰安市泰山索道总公司为基础进行改组,经泰安市体制改革委员会泰经改发[1993]第019号文批准设立,并经山东省体改委鲁体改生字[1994]第269号文批准创立的股份有限公司。公司A股于1996年9月23日在上海证券交易所正式挂牌上市交易。
    2014年1月,公司名称由""山东浪潮齐鲁软件产业股份有限公司""变更为""浪潮软件股份有限公司"",英文名称由""Shandong Inspur Software Co.,Ltd.""变更为""Inspur Software Co.,Ltd.""。",SH,72.05亿,3.48,4.65,3.24亿,计算机
4131,万华化学,600309,SH,7.13,-,25.95亿,2.22%,17.76/12.03,"    烟台万华聚氨酯股份有限公司系经山东省人民政府鲁政股字[1998]70号批准证书批准,以烟台万华合成革集团有限公司为主发起人,联合烟台东方电子信息产业集团有限公司、烟台冰轮股份有限公司、烟台氨纶集团有限公司和红塔兴业投资有限公司,以发起方式设立的股份有限公司。
    2000年12月15日经中国证券监督管理委员会证监发行字[2000]167号文批准,公司采用""上网定价""方式向社会公开发行人民币普通股4,000万股。
    2013年5月,公司名称由""烟台万华聚氨酯股份有限公司""变更为""万华化学集团股份有限公司"",英文名称由""Yantai WanHua Polyurethanes Co.,Ltd.""变更为""Wanhua Chemical Group Co.,Ltd.""。",SH,653.43亿,3.35,1.83,27.34亿,化工
4132,南国置业,002305,SZ,2.62,-,13.26亿,8.87%,211.16/204.95,"    武汉南国置业股份有限公司前身为1998年创立的武汉南湖花园置业有限公司,2003年更名为武汉南国置业有限公司,2007年南国有限采取整体变更方式设立武汉南国置业股份有限公司。
    2016年7月4日,公司名称由""武汉南国置业股份有限公司""变更为""南国置业股份有限公司"";英文名称由""Wuhan Langold Real Estate Co.,Ltd.""变更为""Langold Real Estate Co.,Ltd.""。",SZ,91.39亿,2.01,3.10,17.34亿,房地产
4133,空港股份,600463,SH,4.64,-,2.52亿,12.51%,224.88/183.58,"    公司是由北京天竺空港工业开发公司作为主发起人,联合北京顺鑫农业股份有限公司、深圳市空港工贸发展有限公司(现更名为深圳市空港油料有限公司)、北京华大基因研究中心、北京空港广远金属材料有限公司以发起方式设立,于2000年3月28日在北京市工商行政管理局登记注册。
    2004年3月3日经中国证券监督管理委员会证监发行字[2004]18号文核准,公司向社会公开溢价发行人民币普通股股票4,000万股。",SH,63.30亿,4.55,7.51,3.00亿,房地产
4134,兰石重装,603169,SH,2.86,-,4.66亿,11.68%,847.44/847.44,-,SH,139.15亿,4.75,9.23,10.25亿,机械设备
4135,DR继峰股,603997,SH,2.54,-,1.71亿,9.86%,37.84/35.82,"    公司系由宁波继峰汽车零部件有限公司整体变更设立的股份有限公司,于2011年11月4日改制设立,并在浙江省宁波市工商行政管理局领取了注册号为330200400006890的企业法人营业执照。",SH,94.50亿,5.90,6.24,6.30亿,-
4136,新奥股份,600803,SH,4.78,-,9.86亿,5.99%,29.36/23.22,"    公司于1992年7月经河北省体改委以冀体改委(1992)1号文和40号文批准设立,原名河北威远实业股份有限公司,1999年3月改为""河北威远生物化工股份有限公司"",并更换了企业法人营业执照,注册号为:1300001000524。
    2014年12月24日,公司名称由“河北威远生物化工股份有限公司”变更为“新奥生态控股股份有限公司”,英文名称由“Hebei Veyong Bio-chemical Co.,Ltd.”变更为“ENN Ecological Holdings Co.,Ltd.”。",SH,152.30亿,3.24,2.10,9.86亿,-
4137,大禹节水,300021,SZ,1.70,-,1.67亿,10.95%,139.47/118.17,"    公司是2005年1月19日经甘肃省人民政府“甘政函[2004]131号”文件批准,由自然人王栋、余峰、王冲、王茂红、党亚平、谢永生共同发起设立的股份有限公司。
    2010年7月,公司名称由“甘肃大禹节水股份有限公司”变更为“甘肃大禹节水集团股份有限公司”。
    2015年11月,公司名称由“甘肃大禹节水集团股份有限公司”变更为“大禹节水集团股份有限公司”;英文名称“Gansu Dayu Water-Saving Group Co.,Ltd.”变更为“DAYU Water-saving Group Co.,Ltd.”。",SZ,84.36亿,15.54,7.68,3.19亿,农林牧渔
4138,恒泰艾普,300157,SZ,5.26,-,6.14亿,9.21%,102.28/96.37,"    恒泰艾普石油天然气技术服务股份有限公司是由北京恒泰艾普石油勘探开发技术有限公司整体改制设立的股份有限公司,于2009年3月23日取得北京市工商行政管理局核发的企业法人营业执照。
    2011年1月7日,恒泰艾普石油天然气技术服务股份有限公司股票在深圳证券交易所挂牌交易。
    2016年8月,公司名称由“恒泰艾普石油天然气技术服务股份有限公司”变更为“恒泰艾普集团股份有限公司”,英文名称由“LandOcean Energy Services Co.,Ltd.”变更为“Landocean Group Limited”。",SZ,86.89亿,2.32,4.84,7.13亿,-
4139,凯龙股份,002783,SZ,6.56,-,4280.05万,4.52%,51.79/50.57,"    公司系经1994年6月8日原湖北省体改委鄂改生[1994]86号文、1994年6月9日湖北省国防科工办鄂国企字[1994]46号文批准,按照《股份有限公司规范意见》等法规,由国营襄沙化工厂、中国工商银行湖北省信托投资公司、国营卫东机械厂作为发起人,襄沙化工厂以下属化工分厂、包装分厂、陶纤分厂为基础进行股份制改造,向其他社会法人和内部职工募集股份设立而成。
    公司于1994年6月30日在湖北省工商行政管理局领取了注册号为27175014-0(4-4)的《企业法人营业执照》。
    1997年10月28日,""湖北襄沙化工股份有限公司""更名为""湖北凯龙化工集团股份有限公司""。",SZ,56.34亿,10.28,5.64,8347.00万,化工
4140,富春股份,300299,SZ,3.89,-,1.77亿,8.48%,73.44/51.15,"    本公司是由福建富春通信咨询有限公司整体变更设立的股份有限公司。此次整体变更是根据天健正信会计师事务所有限公司出具天健正信审(2010)NZ字第021279号《审计报告》,以截至2010年6月30日的净资产7,444.69万元折为股本5,000万元。2010年10月26日,本公司在福建省工商行政管理局依法办理了工商变更登记,《企业法人营业执照》注册号为:350000100014650,注册资本为5,000万元。
    2017年4月10日,公司名称由“富春通信股份有限公司”变更为“富春科技股份有限公司”。英文名称由“Fuchun Communications Co.,Ltd.”变更为“Fuchun Technology Co.,Ltd.”。",SZ,80.64亿,5.46,15.05,3.80亿,通信
4141,中昌数据,600242,SH,3.34,-,2.67亿,12.25%,248.69/129.26,"    广东华龙集团股份有限公司系1993年2月26日经广东省企业股份制试点联审小组及广东省经济体制改革委员会粤股审[1993]2号文批准,以定向募集方式设立的股份有限公司。
    2000年11月21日,经中国证券监督管理委员会证监发行字[2000]153号文核准,公司向社会公开发行人民币普通股股票(A股)6000万股。该股票并于12月7日在上海证券交易所上市流通。
    2010年4月7日,公司名称由""广东华龙集团股份有限公司""变更为""中国中昌海运股份有限"",英文名称将由""Guangdong Hualong Groups Limited Company""变更为""China Zhongchang Marine Company Limited""。
    2016年10月14日,公司名称由""中昌海运股份有限公司""变更为""中昌大数据股份有限公司"";英文名称由""Zhongchang Marine Company Limited""变更为""Zhongchang Big Data Corporation Limited""。",SH,84.23亿,6.04,4.77,4.18亿,交通运输
